tool,sentence
elasticapm,"But just from tracing perspective...
What advantages or capabilities does jaeger have that are better than APM tooling or not available in APMs."
elasticapm,ONLY from the tracing perspective.
elasticapm,"I'm using Kafka for a queue, with Node services producing and consuming messages to Kafka topics using  Kafka-Node ."
elasticapm,"I've been using a home-brewed distributed tracing solution, but now we are moving to the Elastic APM."
elasticapm,"This seems to be tailored to HTTP servers, but how do I configure it to work with Kafka?"
elasticapm,"I want to be able to track transactions like the following: Service A sends an HTTP request to Service B, which produces it to Kafka Topic C, from which it is consumed by Service D, which puts some data into Kafka Topic E, from which it is consumed by Service B."
elasticapm,I have a very simple piece of code written in node.js which runs on Kubernetes and AWS.
elasticapm,The app just does POST/GET request to create and get data from other services.
elasticapm,service1-- service2- service3
elasticapm,"Service1 get post request and call service2, service2 calls postgres DB (using sequlize) and create a new row and then call service3, service3 get data from the DB and returns the response to service2, service2 returns the response to service1."
elasticapm,"Most of the times it works, but once in 4-5 attempts + concurrency, it dropped and I got a timeout."
elasticapm,the problem is that the service1 receives the response back (according to the logs and network traces) but it seems that the connection was dropped somewhere between the services and I got a timeout ( ESOCKETTIMEDOUT ).
elasticapm,Is it possible Kubernetes drops my connection?
elasticapm,I'm working on a corporate ASP.NET Core application that needs to reach out to a cloud resource (Elastic APM).
elasticapm,"Unfortunately, our corporate proxy is swatting down the request before it can complete."
elasticapm,"It's not my code that making the requests but code within a NuGet package, so I can't easily change how it's making the connection."
elasticapm,I'm hoping to use middleware to inject the proxy details before it goes out the door.
elasticapm,"I've tried this below, but it doesn't seem to be working:"
elasticapm,"Long-term, I am going to whitelist the cloud resource."
elasticapm,"But as I prototype this solution, I'd prefer not to go through that red tape..."
elasticapm,"I am using elastic apm agent for monitoring, I have to download the apm-agent.jar and included it in my start entry point like  java -javaagent:/path/to/apm-agent.jar app.jar ."
elasticapm,"The problem is I have to manually download the apm-agent.jar, is there a way that I can configure the apm agent in my Gradle dependencies?"
elasticapm,and then refer to the path of the jar file that was downloaded by gradle in the Dockerfile?
elasticapm,What is the proper way of dependency management for jar files like java agent?
elasticapm,I'm using the  Elastic APM Agent  as a Java Agent to monitor usages of various methods in my spring boot microservice.
elasticapm,This all works fine and we're able to graph various metrics in Kibana.
elasticapm,Unfortunately what it doesn't do is consistently attach the same labels to all spans within a transaction e.g.
elasticapm,details of the user who made the original request.
elasticapm,To work around this I thought I could use ByteBuddy (which I've never used before) to wrap any usages of the APM Span class and attach that information (as it's readily available from ThreadLocal) to each instance.
elasticapm,I am however having issues accessing the Span class as it's in the APM Java Agent and with the following code I get the following logs where it appears that it's not able to find the Span class...
elasticapm,"I've tried using ByteBuddy for my own classes and it all works without issue, but I'm getting very confused around which classloader has loaded what and how to point ByteBuddy at them."
elasticapm,What is the right way to configure/enable an Elastic APM agent in a Nuxtjs project?
elasticapm,I referred  this documentation  for a custom NodeJS app.
elasticapm,The key takeaway was:
elasticapm,"It’s important that the agent is started before you require any other
modules in your Node.js application - i.e."
elasticapm,"before http and before your
router etc."
elasticapm,"I added the following snippet in nuxt.config.js, but the APM agent is not started or working."
elasticapm,I do not see any errors in the app logs.
elasticapm,Is there any other way to do this?
elasticapm,"I monitor my jar using Elastic APM Agent, i run these commands manually :"
elasticapm,"Now , i want to pass these parameters using docker run , i create the image and i try with this command to pass these settings , but the application is not starting"
elasticapm,any idea to resolve this ?
elasticapm,Thanks
elasticapm,"I just created one application with springboot , used the Elastic APM attacher of APM tool."
elasticapm,"When i run the apm attacher, it generates error exception as shown below."
elasticapm,Code used to generate the error:
elasticapm,"But if I try to run the application commenting the line i.e //ElasticApmAttacher.attach(); from same code, it runs successfully"
elasticapm,i am searching for solution but so far clueless.
elasticapm,Can someone please suggest how to resolve it
elasticapm,I wish to make a change to a standard singleton design pattern that follows the  System.Lazy&lt;T&gt;  design as described  here .
elasticapm,The change is to  Agent  in Elastic APM Agent which can be seen in GitHub  here .
elasticapm,This is the code broken down for brevity:
elasticapm,"The clear problem with this is that if  Agent.Instance  is accessed before  Agent.Setup  is called, the  Foo  object in  Agent.Lazy  is instantiated with null ( _bar ) passed to its constructor."
elasticapm,"Therefore, the expectation that the  Bar  object passed to  Setup  will be used for the underlying  Foo  will not be met."
elasticapm,"The problem of course is that this is an antipattern as described  here , because this singleton is encapsulating global state."
elasticapm,As this link describes:
elasticapm,A singleton is a convenient way for accessing the service from anywhere in the application code.
elasticapm,"The model quickly falls apart when the service not only provides access to operations but also encapsulates state, which affects how other code behaves."
elasticapm,Application configuration is a good example of this.
elasticapm,"In the best case, the configuration is read once at the application start and does not change for the entire lifetime of the application."
elasticapm,"However, different configuration can cause a method to return different results although no visible dependencies have changed, i.e."
elasticapm,the constructor and the method have been called with the same parameters.
elasticapm,"This can become an even bigger problem if the singleton state can change at runtime, either by rereading the configuration file or by programmatic manipulation."
elasticapm,Such code can quickly become very difficult to reason with:
elasticapm,"Without comments, an uninformed reader of the code above could not expect the values of  before  and  after  to be different, and could only explain it after looking into the implementation of the individual methods, which read and modify global state hidden in  Configuration  singleton."
